Symbol,CMP,Score,Grade,Quality,Growth,Technical,Momentum,Sector_RS_Bonus,RS_Rank,Sector_Percentile,Market_Cap_Cr,PE,Fwd_PE,ROE_%,Rev_Growth_%,EPS_Growth_%,Debt_Eq,Div_Yield_%,RSI,Target,Stop_Loss,Target_Low,Target_High,Profit_%,Risk_%,Target_%,Target_%_Low,Target_%_High,SL_%,RR_Ratio,Sector_Bucket,Sector_Label,Valuation_Methods_Used,Valuation_Method_Detail,Real_Analyst_Target_Status,Real_Analyst_Target_Avg,Real_Analyst_Target_Low,Real_Analyst_Target_High,Real_Analyst_Num_Analysts,Target_Disclaimer,Reasons,Horizon,Shares_To_Buy,Deploy_₹,Max_Risk_₹,%_of_Portfolio,Regime_Multiplier_Applied,Sector_Leader_Bonus,Sector_Leader_Reasons,Confidence_%,Confidence_Factors,News_Status,News_Headlines,You_Hold,Held_Qty,Held_Avg,Unrealized_PnL_%,Additional_Shares_Room,Additional_Deploy_₹
ACUTAAS,3221.4,43,WATCH,5,30,5,3,0,99.8,54.2,27068.0,94.57,46.5,,59.1,67.1,2.081,5.0,39.0,3575.75,2927.931014779259,3382.47,3865.68,11.0,9.1,11.0,5.0,20.0,9.1,1.2,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","Dividend 5.0% — paid to hold | EPS growth 67.1% — explosive | Revenue growth 59.1% — exceptional | Earnings accelerating (fwd PE 46.5 vs 94.57) | RSI 39 — oversold, contrarian entry | 1M dip -10% — buying opportunity",1-2 years,1,3221.4,293.47,2.4,0.375,0,,35,Base: model score 43/100 from Quality+Growth+Technical+Momentum | D/E 2.081 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,1,3221.4
TECHM,1671.9,43,WATCH,12,16,8,8,-5,71.1,12.5,145651.0,28.4,18.93,,17.7,28.3,7.269,3.12,87.5,1855.81,1582.3723239498618,1755.5,2006.28,11.0,5.4,11.0,5.0,20.0,5.4,2.0,it_services,IT Services,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",PEG ~1.0 — undervalued vs growth | Dividend 3.12% — paid to hold | EPS growth 28.3% | Revenue growth 17.7% | Earnings accelerating (fwd PE 18.93 vs 28.4) | Above 50 & 200 DMA — uptrend,1-2 years,3,5015.7,268.58,3.7,0.375,4,Top-3 RS in IT Services,35,Base: model score 43/100 from Quality+Growth+Technical+Momentum | D/E 7.269 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,3,5015.7
HEG,674.05,43,WATCH,5,9,8,11,10,82.4,95.8,12981.0,34.83,22.32,,10.4,16.8,16.73,52.0,83.0,748.2,625.0136815209994,707.75,808.86,11.0,7.3,11.0,5.0,20.0,7.3,1.5,default,Metals & Mining,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 52.0% — paid to hold | Revenue growth 10.4% | Earnings accelerating (fwd PE 22.32 vs 34.83) | Above 50 & 200 DMA — uptrend | 6M return 19% — healthy | Beta 0.7 — stable for 1Y hold,1-2 years,7,4718.35,343.25,3.5,0.375,0,,35,Base: model score 43/100 from Quality+Growth+Technical+Momentum | D/E 16.73 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,7,4718.35
COALINDIA,413.2,43,WATCH,10,10,8,11,0,70.1,33.3,252703.0,8.11,7.21,,45.1,1.2,11.629,5.12,26.1,458.65,397.0435742876235,433.86,495.84,11.0,3.9,11.0,5.0,20.0,3.9,2.8,psu_other,Energy/PSU,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","PE 8.11x — cheap | Dividend 5.12% — paid to hold | Revenue growth 45.1% — exceptional | RSI 26 — oversold, contrarian entry | Mid 52W range (46%) | 6M return -8% — healthy",1-2 years,12,4958.4,193.88,3.6,0.375,4,Top-3 RS in Energy/PSU,25,Base: model score 43/100 from Quality+Growth+Technical+Momentum | PEG 6.76 — expensive vs growth rate (-10) | D/E 11.629 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,12,4958.4
ASTRAL,1488.7,43,WATCH,5,19,7,8,0,58.1,45.8,39661.0,73.78,44.18,13.8,24.2,18.9,6.168,25.0,88.7,1652.46,1413.4249809961734,1563.13,1786.44,11.0,5.1,11.0,5.0,20.0,5.1,2.2,default,Chemicals & Paints,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 25.0% — paid to hold | EPS growth 18.9% | Revenue growth 24.2% | Earnings accelerating (fwd PE 44.18 vs 73.78) | Above 50 DMA | Mid 52W range (45%),1-2 years,3,4466.1,225.82,3.3,0.375,4,Top-3 RS in Chemicals & Paints,35,Base: model score 43/100 from Quality+Growth+Technical+Momentum | D/E 6.168 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,3,4466.1
HAVELLS,1234.8,43,WATCH,5,9,13,12,0,21.7,75.0,77629.0,47.56,37.81,,19.5,-16.6,2.801,98.0,65.4,1382.98,1178.8954613556134,1323.71,1442.25,12.0,4.5,12.0,7.2,16.8,4.5,2.7,default,Capital Goods,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 98.0% — paid to hold | Revenue growth 19.5% | Earnings accelerating (fwd PE 37.81 vs 47.56) | Above 50 DMA | RSI 65 — slightly elevated | Near 52W low (23%) — good entry,1-2 years,4,4939.2,223.62,3.6,0.375,4,Top-3 RS in Capital Goods,35,Base: model score 43/100 from Quality+Growth+Technical+Momentum | D/E 2.801 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,4,4939.2
SUZLON,46.43,43,WATCH,10,7,11,11,0,15.2,58.3,65215.0,21.0,22.16,39.37,22.5,-8.3,2.807,,17.8,52.0,43.21549871643759,49.77,54.23,12.0,6.9,12.0,7.2,16.8,6.9,1.7,default,Renewables/Power,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","ROE 39.37% — excellent | Revenue growth 22.5% | RSI 18 — oversold, contrarian entry | Near 52W low (29%) — good entry | 6M return -2% — healthy | 1M dip -19% — buying opportunity",1-2 years,109,5060.87,350.38,3.7,0.375,4,Highest ROE in Renewables/Power,35,Base: model score 43/100 from Quality+Growth+Technical+Momentum | D/E 2.807 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,109,5060.87
IDFCFIRSTB,83.95,43,WATCH,5,5,16,12,5,71.4,87.5,73261.0,33.08,12.78,,-1.1,-23.2,,29.0,61.2,94.02,79.97672807454641,89.99,98.05,12.0,4.7,12.0,7.2,16.8,4.7,2.6,private_bank,Banking,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 29.0% — paid to hold | Earnings accelerating (fwd PE 12.78 vs 33.08) | Above 50 & 200 DMA — uptrend | RSI 61 — ideal 1Y entry zone | 6M return 1% — healthy | 1M return 6% — stable base,1-2 years,60,5037.0,238.4,3.7,0.375,0,,43,Base: model score 43/100 from Quality+Growth+Technical+Momentum,skipped,Not fetched (grade below threshold) — quant justification only,No,,,,60,5037.0
TECHNOE,977.2,42,WATCH,5,12,11,14,0,8.2,54.2,11500.0,25.71,16.72,11.36,23.8,-14.9,1.744,91.0,22.5,1094.46,920.2153098842366,1047.56,1141.37,12.0,5.8,12.0,7.2,16.8,5.8,2.1,default,Diversified/Other,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","Dividend 91.0% — paid to hold | Revenue growth 23.8% | Earnings accelerating (fwd PE 16.72 vs 25.71) | RSI 22 — oversold, contrarian entry | Near 52W low (15%) — good entry | 6M return 4% — healthy",1-2 years,4,3908.8,227.94,2.9,0.375,0,,42,Base: model score 42/100 from Quality+Growth+Technical+Momentum,skipped,Not fetched (grade below threshold) — quant justification only,No,,,,4,3908.8
TATAELXSI,3679.1,42,WATCH,5,16,14,12,-5,3.5,12.5,22885.0,34.13,25.55,,14.5,18.1,5.336,2.09,49.4,4083.8,3469.2655524631573,3863.06,4414.92,11.0,5.7,11.0,5.0,20.0,5.7,1.9,default,IT Services,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 2.09% — paid to hold | EPS growth 18.1% | Revenue growth 14.5% | Earnings accelerating (fwd PE 25.55 vs 34.13) | RSI 49 — ideal 1Y entry zone | Near 52W low (12%) — good entry,1-2 years,1,3679.1,209.83,2.7,0.375,0,,34,Base: model score 42/100 from Quality+Growth+Technical+Momentum | D/E 5.336 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,1,3679.1
SJVN,68.65,42,WATCH,5,15,11,11,0,12.6,58.3,27123.0,41.58,14.37,4.51,196.7,,226.528,2.16,31.3,76.89,65.9749184925661,73.59,80.18,12.0,3.9,12.0,7.2,16.8,3.9,3.1,default,Renewables/Power,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","Dividend 2.16% — paid to hold | Revenue growth 196.7% — exceptional | Earnings accelerating (fwd PE 14.37 vs 41.58) | RSI 31 — oversold, contrarian entry | Near 52W low (15%) — good entry | 6M return -4% — healthy",1-2 years,74,5080.1,197.96,3.7,0.375,0,,34,Base: model score 42/100 from Quality+Growth+Technical+Momentum | D/E 226.528 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,74,5080.1
SBICARD,660.0,42,WATCH,5,19,10,8,0,13.4,66.7,62856.0,27.64,18.56,,23.4,19.5,280.206,38.0,74.9,732.6,625.8005244987351,693.0,792.0,11.0,5.2,11.0,5.0,20.0,5.2,2.1,default,Diversified Financials,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 38.0% — paid to hold | EPS growth 19.5% | Revenue growth 23.4% | Earnings accelerating (fwd PE 18.56 vs 27.64) | Above 50 DMA | Near 52W low (24%) — good entry,1-2 years,7,4620.0,239.4,3.4,0.375,0,,34,Base: model score 42/100 from Quality+Growth+Technical+Momentum | D/E 280.206 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,7,4620.0
MAPMYINDIA,1195.65,42,WATCH,16,5,13,8,0,4.6,54.2,6369.0,47.61,28.89,15.62,1.0,4.5,0.778,31.0,65.3,1327.17,1085.403363237316,1255.43,1434.78,11.0,9.2,11.0,5.0,20.0,9.2,1.2,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 15.62% — good | D/E 0.778 — manageable | Dividend 31.0% — paid to hold | Earnings accelerating (fwd PE 28.89 vs 47.61) | Above 50 DMA | RSI 65 — slightly elevated,1-2 years,4,4782.6,440.99,3.5,0.375,0,,32,Base: model score 42/100 from Quality+Growth+Technical+Momentum | PEG 10.58 — expensive vs growth rate (-10),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,4,4782.6
GODREJIND,1280.7,42,WATCH,7,15,16,4,0,65.9,54.2,43565.0,35.15,,10.83,9.9,142.6,222.411,,56.0,1421.58,1186.4909922081038,1344.73,1536.84,11.0,7.4,11.0,5.0,20.0,7.4,1.5,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",PEG ~0.25 — undervalued vs growth | EPS growth 142.6% — explosive | Above 50 & 200 DMA — uptrend | RSI 56 — ideal 1Y entry zone | 1M return 7% — stable base,1-2 years,3,3842.1,282.63,2.8,0.375,0,,42,Base: model score 42/100 from Quality+Growth+Technical+Momentum | PEG 0.25 — growth clearly outpaces price (+8) | D/E 222.411 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,3,3842.1
PHOENIXLTD,1893.1,41,WATCH,5,16,5,11,0,81.6,25.0,68332.0,52.17,37.01,,17.0,23.3,37.211,12.0,16.1,2101.34,1783.7618823677237,1987.75,2271.72,11.0,5.8,11.0,5.0,20.0,5.8,1.9,default,Real Estate,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","Dividend 12.0% — paid to hold | EPS growth 23.3% | Revenue growth 17.0% | Earnings accelerating (fwd PE 37.01 vs 52.17) | RSI 16 — oversold, contrarian entry | 6M return 10% — healthy",1-2 years,2,3786.2,218.68,2.8,0.375,4,Top-3 RS in Real Estate,33,Base: model score 41/100 from Quality+Growth+Technical+Momentum | D/E 37.211 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,2,3786.2
CHENNPETRO,1269.9,41,WATCH,10,15,16,0,0,97.0,54.2,18053.0,4.21,3.02,,84.8,,17.68,5.25,57.6,1422.29,1151.289147868362,1361.33,1483.24,12.0,9.3,12.0,7.2,16.8,9.3,1.3,default,Diversified/Other,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",PE 4.21x — cheap | Dividend 5.25% — paid to hold | Revenue growth 84.8% — exceptional | Earnings accelerating (fwd PE 3.02 vs 4.21) | Above 50 & 200 DMA — uptrend | RSI 58 — ideal 1Y entry zone,1-2 years,3,3809.7,355.83,2.8,0.375,0,,33,Base: model score 41/100 from Quality+Growth+Technical+Momentum | D/E 17.68 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,3,3809.7
RADICO,4474.9,41,WATCH,5,24,8,0,0,94.4,37.5,58601.0,81.97,57.95,,19.5,62.1,20.939,15.0,77.9,4967.14,4263.900963408635,4698.64,5369.88,11.0,4.7,11.0,5.0,20.0,4.7,2.3,default,Consumer/Retail,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 15.0% — paid to hold | EPS growth 62.1% — explosive | Revenue growth 19.5% | Earnings accelerating (fwd PE 57.95 vs 81.97) | Above 50 & 200 DMA — uptrend,1-2 years,1,4474.9,211.0,3.3,0.375,4,Top-3 RS in Consumer/Retail,33,Base: model score 41/100 from Quality+Growth+Technical+Momentum | D/E 20.939 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,1,4474.9
TRITURBINE,607.55,41,WATCH,15,12,11,3,0,47.5,54.2,19579.0,55.84,37.31,26.22,26.3,7.4,2.476,66.0,48.2,674.38,561.6668407093642,637.93,729.06,11.0,7.6,11.0,5.0,20.0,7.6,1.4,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 26.22% — excellent | Dividend 66.0% — paid to hold | Revenue growth 26.3% | Earnings accelerating (fwd PE 37.31 vs 55.84) | RSI 48 — ideal 1Y entry zone | Mid 52W range (50%),1-2 years,8,4860.4,367.07,3.6,0.375,0,,23,Base: model score 41/100 from Quality+Growth+Technical+Momentum | PEG 7.55 — expensive vs growth rate (-10) | D/E 2.476 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,8,4860.4
ZYDUSLIFE,1125.7,41,WATCH,11,4,8,4,10,68.5,91.7,111990.0,22.4,23.81,18.32,16.2,8.7,42.304,9.0,41.3,1249.53,1078.0381401645604,1181.98,1350.84,11.0,4.2,11.0,5.0,20.0,4.2,2.6,default,Pharma,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","ROE 18.32% — good | Dividend 9.0% — paid to hold | Revenue growth 16.2% | Above 50 & 200 DMA — uptrend | 1M return 2% — stable base | Sector RS bonus (+10, sector percentile 91.7)",1-2 years,4,4502.8,190.65,3.3,0.375,4,Largest market cap in Pharma,33,Base: model score 41/100 from Quality+Growth+Technical+Momentum | D/E 42.304 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,4,4502.8
JUBLPHARMA,976.55,41,WATCH,5,9,15,12,0,24.9,54.2,15481.0,39.02,19.24,5.96,18.7,-22.4,50.943,52.0,53.5,1093.74,925.392072871265,1046.86,1140.61,12.0,5.2,12.0,7.2,16.8,5.2,2.3,default,Diversified/Other,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 52.0% — paid to hold | Revenue growth 18.7% | Earnings accelerating (fwd PE 19.24 vs 39.02) | Above 50 DMA | RSI 53 — ideal 1Y entry zone | Mid 52W range (42%),1-2 years,4,3906.2,204.63,2.9,0.375,0,,33,Base: model score 41/100 from Quality+Growth+Technical+Momentum | D/E 50.943 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,4,3906.2
INDIAMART,1739.9,41,WATCH,10,9,11,11,0,8.5,54.2,105310.0,21.42,16.83,23.15,11.4,11.9,0.974,1.72,22.8,1931.29,1638.867622057909,1826.9,2087.88,11.0,5.8,11.0,5.0,20.0,5.8,1.9,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","ROE 23.15% — excellent | Revenue growth 11.4% | Earnings accelerating (fwd PE 16.83 vs 21.42) | RSI 23 — oversold, contrarian entry | Near 52W low (0%) — good entry | 6M return -18% — healthy",1-2 years,2,3479.8,202.06,2.6,0.375,0,,41,Base: model score 41/100 from Quality+Growth+Technical+Momentum,skipped,Not fetched (grade below threshold) — quant justification only,No,,,,2,3479.8
ZYDUSWELL,577.8,40,WATCH,5,15,16,4,0,84.8,54.2,18436.0,93.31,33.14,3.43,62.6,-5.8,54.974,22.0,51.9,647.14,533.1041445537467,619.4,674.87,12.0,7.7,12.0,7.2,16.8,7.7,1.6,default,Diversified/Other,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 22.0% — paid to hold | Revenue growth 62.6% — exceptional | Earnings accelerating (fwd PE 33.14 vs 93.31) | Above 50 & 200 DMA — uptrend | RSI 52 — ideal 1Y entry zone | 1M return 2% — stable base,1-2 years,8,4622.4,357.57,3.4,0.375,0,,32,Base: model score 40/100 from Quality+Growth+Technical+Momentum | D/E 54.974 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,8,4622.4
AIIL,542.75,40,WATCH,5,4,19,12,0,46.0,54.2,46788.0,28.8,,,14.1,17.5,24.59,4.0,59.1,602.45,497.3419207219029,569.89,651.3,11.0,8.4,11.0,5.0,20.0,8.4,1.3,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 4.0% — paid to hold | Revenue growth 14.1% | Above 50 & 200 DMA — uptrend | RSI 59 — ideal 1Y entry zone | Mid 52W range (50%) | 6M return 8% — healthy,1-2 years,9,4884.75,408.67,3.6,0.375,0,,32,Base: model score 40/100 from Quality+Growth+Technical+Momentum | D/E 24.59 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,9,4884.75
EIHOTEL,333.0,40,WATCH,5,5,18,12,0,31.2,54.2,20997.0,32.38,22.93,12.95,7.4,-5.8,4.666,46.0,52.6,372.96,314.50848803991613,356.98,388.94,12.0,5.6,12.0,7.2,16.8,5.6,2.1,default,Diversified/Other,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 46.0% — paid to hold | Earnings accelerating (fwd PE 22.93 vs 32.38) | Above 50 DMA | RSI 53 — ideal 1Y entry zone | Near 52W low (38%) — good entry | 6M return 8% — healthy,1-2 years,15,4995.0,277.37,3.7,0.375,0,,32,Base: model score 40/100 from Quality+Growth+Technical+Momentum | D/E 4.666 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,15,4995.0
IDBI,84.22,40,WATCH,10,0,15,15,0,35.6,54.2,90471.0,9.84,17.17,13.87,,,,2.43,54.7,94.33,78.70540145290468,90.28,98.37,12.0,6.5,12.0,7.2,16.8,6.5,1.8,default,Diversified/Other,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",PE 9.84x — cheap | Dividend 2.43% — paid to hold | Above 50 DMA | RSI 55 — ideal 1Y entry zone | Mid 52W range (40%) | 6M return -14% — healthy,1-2 years,60,5053.2,330.88,3.7,0.375,0,,40,Base: model score 40/100 from Quality+Growth+Technical+Momentum,skipped,Not fetched (grade below threshold) — quant justification only,No,,,,60,5053.2
EIDPARRY,772.15,39,WATCH,0,9,18,12,0,4.3,54.2,13861.0,24.44,9.26,9.91,15.6,,23.647,,59.9,864.81,732.2218300031419,827.74,901.87,12.0,5.2,12.0,7.2,16.8,5.2,2.3,default,Diversified/Other,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Revenue growth 15.6% | Earnings accelerating (fwd PE 9.26 vs 24.44) | Above 50 DMA | RSI 60 — ideal 1Y entry zone | Near 52W low (13%) — good entry | 6M return -13% — healthy,1-2 years,6,4632.9,239.57,3.4,0.375,0,,31,Base: model score 39/100 from Quality+Growth+Technical+Momentum | D/E 23.647 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,6,4632.9
