Symbol,CMP,Score,Grade,Quality,Growth,Technical,Momentum,Sector_RS_Bonus,RS_Rank,Sector_Percentile,Market_Cap_Cr,PE,Fwd_PE,ROE_%,Rev_Growth_%,EPS_Growth_%,Debt_Eq,Div_Yield_%,RSI,Target,Stop_Loss,Target_Low,Target_High,Profit_%,Risk_%,Target_%,Target_%_Low,Target_%_High,SL_%,RR_Ratio,Sector_Bucket,Sector_Label,Valuation_Methods_Used,Valuation_Method_Detail,Real_Analyst_Target_Status,Real_Analyst_Target_Avg,Real_Analyst_Target_Low,Real_Analyst_Target_High,Real_Analyst_Num_Analysts,Target_Disclaimer,Reasons,Horizon,Shares_To_Buy,Deploy_₹,Max_Risk_₹,%_of_Portfolio,Regime_Multiplier_Applied,Sector_Leader_Bonus,Sector_Leader_Reasons,Confidence_%,Confidence_Factors,News_Status,News_Headlines,You_Hold,Held_Qty,Held_Avg,Unrealized_PnL_%,Additional_Shares_Room,Additional_Deploy_₹
UTIAMC,902.75,47,WATCH,12,12,11,12,0,8.7,54.2,11762.0,25.12,16.0,,6.7,24.0,3.129,4.44,33.6,1002.05,857.5498703512827,947.89,1083.3,11.0,5.0,11.0,5.0,20.0,5.0,2.2,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","PEG ~1.05 — undervalued vs growth | Dividend 4.44% — paid to hold | EPS growth 24.0% | Earnings accelerating (fwd PE 16.0 vs 25.12) | RSI 34 — oversold, contrarian entry | Near 52W low (8%) — good entry",1-2 years,5,4513.75,226.0,3.3,0.375,0,,39,Base: model score 47/100 from Quality+Growth+Technical+Momentum | D/E 3.129 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,5,4513.75
CHOLAHLDNG,1512.7,47,WATCH,16,9,11,11,0,18.0,54.2,28499.0,11.65,7.55,18.04,16.8,12.0,623.156,9.0,16.8,1686.66,1424.6062490536347,1588.33,1815.24,11.5,5.8,11.5,5.0,20.0,5.8,2.0,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +3.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","ROE 18.04% — good | PE 11.65x — cheap | Dividend 9.0% — paid to hold | Revenue growth 16.8% | Earnings accelerating (fwd PE 7.55 vs 11.65) | RSI 17 — oversold, contrarian entry",1-2 years,3,4538.1,264.28,3.3,0.375,0,,47,Base: model score 47/100 from Quality+Growth+Technical+Momentum | PEG 0.97 — growth clearly outpaces price (+8) | D/E 623.156 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,3,4538.1
MRPL,167.99,47,WATCH,10,15,14,8,0,74.8,54.2,28639.0,9.12,3.19,,120.4,,108.059,2.5,62.0,188.15,152.95527333841184,180.09,196.21,12.0,8.9,12.0,7.2,16.8,8.9,1.3,default,Diversified/Other,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",PE 9.12x — cheap | Dividend 2.5% — paid to hold | Revenue growth 120.4% — exceptional | Earnings accelerating (fwd PE 3.19 vs 9.12) | Above 50 & 200 DMA — uptrend | RSI 62 — slightly elevated,1-2 years,30,5039.7,451.04,3.7,0.375,0,,39,Base: model score 47/100 from Quality+Growth+Technical+Momentum | D/E 108.059 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,30,5039.7
CRAFTSMAN,9788.0,47,WATCH,5,27,11,4,0,92.4,54.2,25927.0,57.81,31.02,12.55,27.3,74.4,111.011,12.0,65.1,10864.68,9221.250822577329,10277.4,11745.6,11.0,5.8,11.0,5.0,20.0,5.8,1.9,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 12.0% — paid to hold | EPS growth 74.4% — explosive | Revenue growth 27.3% | Earnings accelerating (fwd PE 31.02 vs 57.81) | Above 50 & 200 DMA — uptrend | RSI 65 — slightly elevated,1-2 years,0,0.0,0.0,0.0,0.375,0,,47,Base: model score 47/100 from Quality+Growth+Technical+Momentum | PEG 0.78 — growth clearly outpaces price (+8) | D/E 111.011 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,0,0.0
NETWEB,4265.0,47,WATCH,5,30,8,4,0,99.3,54.2,24849.0,95.45,58.56,,172.1,178.4,39.019,7.0,47.9,4734.15,3902.1403460881443,4478.25,5118.0,11.0,8.5,11.0,5.0,20.0,8.5,1.3,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 7.0% — paid to hold | EPS growth 178.4% — explosive | Revenue growth 172.1% — exceptional | Earnings accelerating (fwd PE 58.56 vs 95.45) | RSI 48 — ideal 1Y entry zone | 1M return -4% — stable base,1-2 years,1,4265.0,362.86,3.1,0.375,0,,47,Base: model score 47/100 from Quality+Growth+Technical+Momentum | PEG 0.54 — growth clearly outpaces price (+8) | D/E 39.019 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,1,4265.0
BEL,383.4,46,WATCH,8,12,11,11,0,46.9,50.0,283290.0,46.3,34.2,,24.9,8.3,0.273,1.12,15.8,425.57,367.69816953060746,402.57,460.08,11.0,4.1,11.0,5.0,20.0,4.1,2.7,psu_other,Defense,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","D/E 0.273 — fortress balance sheet | Revenue growth 24.9% | Earnings accelerating (fwd PE 34.2 vs 46.3) | RSI 16 — oversold, contrarian entry | Near 52W low (21%) — good entry | 6M return -13% — healthy",1-2 years,13,4984.2,204.12,3.7,0.375,4,Top-3 RS in Defense,36,Base: model score 46/100 from Quality+Growth+Technical+Momentum | PEG 5.58 — expensive vs growth rate (-10),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,13,4984.2
INDUSTOWER,391.95,46,WATCH,5,0,11,12,10,47.9,100.0,101836.0,14.23,12.63,,4.6,0.6,53.289,,45.3,435.06,371.19344512499345,411.55,470.34,11.0,5.3,11.0,5.0,20.0,5.3,2.1,default,Telecom,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","PE 14.23x — cheap | RSI 45 — ideal 1Y entry zone | Mid 52W range (47%) | 6M return -8% — healthy | 1M return 1% — stable base | Sector RS bonus (+10, sector percentile 100.0)",1-2 years,12,4703.4,249.08,3.5,0.375,8,"Largest market cap in Telecom, Top-3 RS in Telecom",28,Base: model score 46/100 from Quality+Growth+Technical+Momentum | PEG 23.72 — expensive vs growth rate (-10) | D/E 53.289 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,12,4703.4
GRSE,2589.9,46,WATCH,10,19,3,11,-5,54.9,16.7,30083.0,43.48,31.26,31.79,29.1,24.2,1.424,1.02,40.7,2874.79,2448.308029198938,2719.39,3107.88,11.0,5.5,11.0,5.0,20.0,5.5,2.0,default,Logistics & Infra,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 31.79% — excellent | EPS growth 24.2% | Revenue growth 29.1% | Earnings accelerating (fwd PE 31.26 vs 43.48) | Mid 52W range (46%) | 6M return 0% — healthy,1-2 years,1,2589.9,141.59,1.9,0.375,8,"Top-3 RS in Logistics & Infra, Highest ROE in Logistics & Infra",46,Base: model score 46/100 from Quality+Growth+Technical+Momentum,skipped,Not fetched (grade below threshold) — quant justification only,No,,,,1,2589.9
HINDPETRO,391.9,46,WATCH,5,12,14,15,0,43.4,33.3,83570.0,50.1,7.05,,26.9,,85.369,6.06,48.0,438.93,370.0532368332493,420.12,457.74,12.0,5.6,12.0,7.2,16.8,5.6,2.1,default,Energy/PSU,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 6.06% — paid to hold | Revenue growth 26.9% | Earnings accelerating (fwd PE 7.05 vs 50.1) | RSI 48 — ideal 1Y entry zone | Near 52W low (39%) — good entry | 6M return -9% — healthy,1-2 years,12,4702.8,262.16,3.5,0.375,0,,38,Base: model score 46/100 from Quality+Growth+Technical+Momentum | D/E 85.369 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,12,4702.8
HEXT,578.3,46,WATCH,15,9,10,12,0,10.4,54.2,37683.0,27.36,22.2,22.27,12.6,7.9,10.521,2.4,62.4,641.91,530.8803321193482,607.21,693.96,11.0,8.2,11.0,5.0,20.0,8.2,1.3,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 22.27% — excellent | Dividend 2.4% — paid to hold | Revenue growth 12.6% | Earnings accelerating (fwd PE 22.2 vs 27.36) | Above 50 DMA | RSI 62 — slightly elevated,1-2 years,8,4626.4,379.36,3.4,0.375,0,,38,Base: model score 46/100 from Quality+Growth+Technical+Momentum | D/E 10.521 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,8,4626.4
GLAXO,2633.6,46,WATCH,15,5,14,12,0,27.3,54.2,44493.0,43.0,34.34,49.11,2.1,5.7,1.467,2.17,71.4,2923.3,2510.285193331534,2765.28,3160.32,11.0,4.7,11.0,5.0,20.0,4.7,2.3,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 49.11% — excellent | Dividend 2.17% — paid to hold | Earnings accelerating (fwd PE 34.34 vs 43.0) | Above 50 & 200 DMA — uptrend | RSI 71 — slightly elevated | Mid 52W range (52%),1-2 years,1,2633.6,123.31,1.9,0.375,0,,36,Base: model score 46/100 from Quality+Growth+Technical+Momentum | PEG 7.54 — expensive vs growth rate (-10),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,1,2633.6
KIRLOSENG,2125.6,46,WATCH,11,19,13,3,0,99.1,54.2,31733.0,55.89,36.78,16.82,20.7,21.2,154.864,32.0,29.9,2359.42,1915.314926694275,2231.88,2550.72,11.0,9.9,11.0,5.0,20.0,9.9,1.1,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 16.82% — good | Dividend 32.0% — paid to hold | EPS growth 21.2% | Revenue growth 20.7% | Earnings accelerating (fwd PE 36.78 vs 55.89) | Above 50 & 200 DMA — uptrend,1-2 years,2,4251.2,420.57,3.1,0.375,0,,38,Base: model score 46/100 from Quality+Growth+Technical+Momentum | D/E 154.864 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,2,4251.2
RRKABEL,2575.2,46,WATCH,5,30,11,0,0,97.4,54.2,28943.0,47.74,32.61,,53.9,128.5,13.092,43.0,71.2,2858.47,2361.601741230161,2703.96,3090.24,11.0,8.3,11.0,5.0,20.0,8.3,1.3,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 43.0% — paid to hold | EPS growth 128.5% — explosive | Revenue growth 53.9% — exceptional | Earnings accelerating (fwd PE 32.61 vs 47.74) | Above 50 & 200 DMA — uptrend | RSI 71 — slightly elevated,1-2 years,1,2575.2,213.6,1.9,0.375,0,,46,Base: model score 46/100 from Quality+Growth+Technical+Momentum | PEG 0.37 — growth clearly outpaces price (+8) | D/E 13.092 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,1,2575.2
NLCINDIA,296.25,45,WATCH,16,0,8,11,10,80.3,95.8,41169.0,11.78,11.0,15.97,-0.3,-12.7,82.0,2.41,28.4,331.8,277.8664001066472,317.58,346.02,12.0,6.2,12.0,7.2,16.8,6.2,1.9,default,Metals & Mining,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","ROE 15.97% — good | PE 11.78x — cheap | Dividend 2.41% — paid to hold | RSI 28 — oversold, contrarian entry | Mid 52W range (46%) | 6M return 12% — healthy",1-2 years,16,4740.0,294.14,3.5,0.375,0,,37,Base: model score 45/100 from Quality+Growth+Technical+Momentum | D/E 82.0 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,16,4740.0
BAJAJ-AUTO,11479.5,45,WATCH,7,21,8,0,5,88.5,83.3,311316.0,27.03,24.01,,64.0,45.8,56.352,1.32,77.9,12742.24,11012.166183601248,12053.48,13775.4,11.0,4.1,11.0,5.0,20.0,4.1,2.7,default,Auto & Ancillaries,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","PEG ~0.59 — undervalued vs growth | EPS growth 45.8% — strong | Revenue growth 64.0% — exceptional | Above 50 & 200 DMA — uptrend | Sector RS bonus (+5, sector percentile 83.3)",1-2 years,0,0.0,0.0,0.0,0.375,4,Largest market cap in Auto & Ancillaries,45,Base: model score 45/100 from Quality+Growth+Technical+Momentum | PEG 0.59 — growth clearly outpaces price (+8) | D/E 56.352 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,0,0.0
AAVAS,1379.9,45,WATCH,7,16,11,11,0,14.1,41.7,11000.0,16.11,12.09,,16.9,23.3,310.553,,33.7,1655.88,1292.8950243820684,1655.88,1655.88,20.0,6.3,20.0,20.0,20.0,6.3,3.2,default,Housing Finance/NBFC,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +20.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","PEG ~0.69 — undervalued vs growth | EPS growth 23.3% | Revenue growth 16.9% | Earnings accelerating (fwd PE 12.09 vs 16.11) | RSI 34 — oversold, contrarian entry | Near 52W low (40%) — good entry",1-2 years,3,4139.7,261.02,3.0,0.375,0,,45,Base: model score 45/100 from Quality+Growth+Technical+Momentum | PEG 0.69 — growth clearly outpaces price (+8) | D/E 310.553 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,3,4139.7
HFCL,187.98,45,WATCH,5,15,5,6,10,99.6,100.0,29620.0,49.0,37.22,,119.9,,38.321,5.0,32.3,210.54,167.1050901585451,201.51,219.56,12.0,11.1,12.0,7.2,16.8,11.1,1.1,default,Telecom,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","Dividend 5.0% — paid to hold | Revenue growth 119.9% — exceptional | Earnings accelerating (fwd PE 37.22 vs 49.0) | RSI 32 — oversold, contrarian entry | 1M dip -8% — buying opportunity | Beta 0.82 — stable for 1Y hold",1-2 years,24,4511.52,501.0,3.3,0.375,4,Top-3 RS in Telecom,37,Base: model score 45/100 from Quality+Growth+Technical+Momentum | D/E 38.321 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,24,4511.52
MAXHEALTH,1118.8,45,WATCH,5,9,19,12,0,29.7,70.8,108166.0,75.09,45.77,14.33,12.2,7.4,32.367,18.0,56.1,1241.87,1065.8776485731041,1174.74,1342.56,11.0,4.7,11.0,5.0,20.0,4.7,2.3,default,Hospitals,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 18.0% — paid to hold | Revenue growth 12.2% | Earnings accelerating (fwd PE 45.77 vs 75.09) | Above 50 & 200 DMA — uptrend | RSI 56 — ideal 1Y entry zone | Mid 52W range (55%),1-2 years,4,4475.2,211.69,3.3,0.375,0,,27,Base: model score 45/100 from Quality+Growth+Technical+Momentum | PEG 10.15 — expensive vs growth rate (-10) | D/E 32.367 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,4,4475.2
JBMA,682.45,45,WATCH,11,9,16,4,5,59.9,83.3,15987.0,71.46,34.11,15.99,12.3,-17.1,190.282,13.0,48.9,764.34,642.4352188062181,731.59,797.1,12.0,5.9,12.0,7.2,16.8,5.9,2.0,default,Auto & Ancillaries,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 15.99% — good | Dividend 13.0% — paid to hold | Revenue growth 12.3% | Earnings accelerating (fwd PE 34.11 vs 71.46) | Above 50 & 200 DMA — uptrend | RSI 49 — ideal 1Y entry zone,1-2 years,7,4777.15,280.1,3.5,0.375,0,,37,Base: model score 45/100 from Quality+Growth+Technical+Momentum | D/E 190.282 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,7,4777.15
